*   	01	% 	.050000000000000003
2004	17	7%	.90000000000000002
2004	17	8%	.90000000000000002
2004	17	9%	2.1000000000000001
2004	31	% 	.050000000000000003
2004	32	% 	.050000000000000003
2004	33	% 	0.0
2004	4%	% 	0.0
2004	5%	% 	0.0
2004	6%	% 	0.0
2004	7%	% 	0.0
2004	8%	% 	0.0
2004	9%	% 	0.0
2005	01	% 	.050000000000000003
2005	02	% 	.050000000000000003
2005	03	% 	.14999999999999999
2005	04	% 	.20000000000000001
2005	05	% 	.20000000000000001
2005	11	% 	3.0
2005	12	1%	2.1000000000000001
2005	12	2%	2.1000000000000001
2005	12	3%	2.1000000000000001
2005	12	4%	2.1000000000000001
2005	12	5%	2.1000000000000001
2005	12	6%	2.1000000000000001
2005	12	7%	2.1000000000000001
2005	12	8%	2.1000000000000001
2005	12	9%	.90000000000000002
2005	13	1%	.90000000000000002
2005	13	2%	.90000000000000002
2005	13	3%	.90000000000000002
2005	13	4%	.90000000000000002
2005	13	5%	.90000000000000002
2005	13	6%	.90000000000000002
2005	13	7%	.90000000000000002
2005	13	8%	.90000000000000002
2005	13	9%	2.1000000000000001
2005	14	1%	.90000000000000002
2005	14	2%	.90000000000000002
2005	14	3%	.90000000000000002
2005	14	4%	.90000000000000002
2005	14	5%	.90000000000000002
2005	14	6%	.90000000000000002
2005	14	7%	.90000000000000002
2005	14	8%	.90000000000000002
2005	14	9%	2.1000000000000001
2005	15	1%	2.1000000000000001
2005	15	2%	2.1000000000000001
2005	15	3%	2.1000000000000001
2005	15	4%	2.1000000000000001
2005	15	5%	2.1000000000000001
2005	15	6%	2.1000000000000001
2005	15	7%	2.1000000000000001
2005	15	8%	2.1000000000000001
2005	15	9%	.90000000000000002
2005	16	1%	.90000000000000002
2005	16	2%	.90000000000000002
2005	16	3%	.90000000000000002
2005	16	4%	.90000000000000002
2005	16	5%	.90000000000000002
2005	16	6%	.90000000000000002
2005	16	7%	.90000000000000002
2005	16	8%	.90000000000000002
2005	16	9%	2.1000000000000001
2005	17	1%	.90000000000000002
2005	17	2%	.90000000000000002
2005	17	3%	.90000000000000002
2005	17	4%	.90000000000000002
2005	17	5%	.90000000000000002
2005	17	6%	.90000000000000002
2005	17	7%	.90000000000000002
2005	17	8%	.90000000000000002
2005	17	9%	2.1000000000000001
2005	31	% 	.050000000000000003
2005	32	% 	.050000000000000003
2005	33	% 	0.0
2005	4%	% 	0.0
2005	5%	% 	0.0
2005	6%	% 	0.0
2005	7%	% 	0.0
2005	8%	% 	0.0
2005	9%	% 	0.0
2006	01	% 	.050000000000000003
2006	02	% 	.050000000000000003
2006	03	% 	.14999999999999999
2006	04	% 	.20000000000000001
2006	05	% 	.20000000000000001
2006	11	% 	3.0
2006	12	1%	2.1000000000000001
2006	12	2%	2.1000000000000001
2006	12	3%	2.1000000000000001
2006	12	4%	2.1000000000000001
2006	12	5%	2.1000000000000001
2006	12	6%	2.1000000000000001
2006	12	7%	2.1000000000000001
2006	12	8%	2.1000000000000001
2006	12	9%	.90000000000000002
2006	13	1%	.90000000000000002
2006	13	2%	.90000000000000002
2006	13	3%	.90000000000000002
2006	13	4%	.90000000000000002
2006	13	5%	.90000000000000002
2006	13	6%	.90000000000000002
2006	13	7%	.90000000000000002
2006	13	8%	.90000000000000002
2006	13	9%	2.1000000000000001
2006	14	1%	.90000000000000002
2006	14	2%	.90000000000000002
2006	14	3%	.90000000000000002
2006	14	4%	.90000000000000002
2006	14	5%	.90000000000000002
2006	14	6%	.90000000000000002
2006	14	7%	.90000000000000002
2006	14	8%	.90000000000000002
2006	14	9%	2.1000000000000001
2006	15	1%	2.1000000000000001
2006	15	2%	2.1000000000000001
2006	15	3%	2.1000000000000001
2006	15	4%	2.1000000000000001
2006	15	5%	2.1000000000000001
2006	15	6%	2.1000000000000001
2006	15	7%	2.1000000000000001
2006	15	8%	2.1000000000000001
2006	15	9%	.90000000000000002
2006	16	1%	.90000000000000002
2006	16	2%	.90000000000000002
2006	16	3%	.90000000000000002
2006	16	4%	.90000000000000002
2006	16	5%	.90000000000000002
2006	16	6%	.90000000000000002
2006	16	7%	.90000000000000002
2006	16	8%	.90000000000000002
2006	16	9%	2.1000000000000001
2006	17	1%	.90000000000000002
2006	17	2%	.90000000000000002
2006	17	3%	.90000000000000002
2006	17	4%	.90000000000000002
2006	17	5%	.90000000000000002
2006	17	6%	.90000000000000002
2006	17	7%	.90000000000000002
2006	17	8%	.90000000000000002
2006	17	9%	2.1000000000000001
2006	31	% 	.050000000000000003
2006	32	% 	.050000000000000003
2006	33	% 	0.0
2006	4%	% 	0.0
2006	5%	% 	0.0
2006	6%	% 	0.0
2006	7%	% 	0.0
2006	8%	% 	0.0
2006	9%	% 	0.0
2007	01	% 	.029999999999999999
2007	02	% 	.029999999999999999
2007	03	% 	.080000000000000002
2007	04	% 	.10000000000000001
2007	05	% 	.10000000000000001
2007	11	% 	2.0
2007	12	1%	1.3999999999999999
2007	12	2%	1.3999999999999999
2007	12	3%	1.3999999999999999
2007	12	4%	1.3999999999999999
2007	12	5%	1.3999999999999999
2007	12	6%	1.3999999999999999
2007	12	7%	1.3999999999999999
2007	12	8%	1.3999999999999999
2007	12	9%	.59999999999999998
2007	13	1%	.59999999999999998
2007	13	2%	.59999999999999998
2007	13	3%	.59999999999999998
2007	13	4%	.59999999999999998
2007	13	5%	.59999999999999998
2007	13	6%	.59999999999999998
2007	13	7%	.59999999999999998
2007	13	8%	.59999999999999998
2007	13	9%	1.3999999999999999
2007	14	1%	.77000000000000002
2007	14	2%	.77000000000000002
2007	14	3%	.77000000000000002
2007	14	4%	.77000000000000002
2007	14	5%	.77000000000000002
2007	14	6%	.77000000000000002
2007	14	7%	.77000000000000002
2007	14	8%	.77000000000000002
2007	14	9%	1.3999999999999999
2007	15	1%	1.3999999999999999
2007	15	2%	1.3999999999999999
2007	15	3%	1.3999999999999999
2007	15	4%	1.3999999999999999
2007	15	5%	1.3999999999999999
2007	15	6%	1.3999999999999999
2007	15	7%	1.3999999999999999
2007	15	8%	1.3999999999999999
2007	15	9%	.59999999999999998
2007	16	1%	.59999999999999998
2007	16	2%	.59999999999999998
2007	16	3%	.59999999999999998
2007	16	4%	.59999999999999998
2007	16	5%	.59999999999999998
2007	16	6%	.59999999999999998
2007	16	7%	.59999999999999998
2007	16	8%	.59999999999999998
2007	16	9%	1.3999999999999999
2007	17	1%	.77000000000000002
2007	17	2%	.77000000000000002
2007	17	3%	.77000000000000002
2007	17	4%	.77000000000000002
2007	17	5%	.77000000000000002
2007	17	6%	.77000000000000002
2007	17	7%	.77000000000000002
2007	17	8%	.77000000000000002
2007	17	9%	1.3999999999999999
2007	31	% 	.029999999999999999
2007	32	% 	.029999999999999999
2007	33	% 	0.0
2007	4%	% 	0.0
2007	5%	% 	0.0
2007	6%	% 	0.0
2007	7%	% 	0.0
2007	8%	% 	0.0
2007	9%	% 	0.0
2008	01	% 	.029999999999999999
2008	02	% 	.029999999999999999
2008	03	% 	.080000000000000002
2008	04	% 	.10000000000000001
2008	05	% 	.10000000000000001
2008	11	% 	2.0
2008	12	1%	1.3999999999999999
2008	12	2%	1.3999999999999999
2008	12	3%	1.3999999999999999
2008	12	4%	1.3999999999999999
2008	12	5%	1.3999999999999999
2008	12	6%	1.3999999999999999
2008	12	7%	1.3999999999999999
2008	12	8%	1.3999999999999999
2008	12	9%	.59999999999999998
2008	13	1%	.59999999999999998
2008	13	2%	.59999999999999998
2008	13	3%	.59999999999999998
2008	13	4%	.59999999999999998
2008	13	5%	.59999999999999998
2008	13	6%	.59999999999999998
2008	13	7%	.59999999999999998
2008	13	8%	.59999999999999998
2008	13	9%	1.3999999999999999
2008	14	1%	.77000000000000002
2008	14	2%	.77000000000000002
2008	14	3%	.77000000000000002
2008	14	4%	.77000000000000002
2008	14	5%	.77000000000000002
2008	14	6%	.77000000000000002
2008	14	7%	.77000000000000002
2008	14	8%	.77000000000000002
2008	14	9%	1.3999999999999999
2008	15	1%	1.3999999999999999
2008	15	2%	1.3999999999999999
2008	15	3%	1.3999999999999999
2008	15	4%	1.3999999999999999
2008	15	5%	1.3999999999999999
2008	15	6%	1.3999999999999999
2008	15	7%	1.3999999999999999
2008	15	8%	1.3999999999999999
2008	15	9%	.59999999999999998
2008	16	1%	.59999999999999998
2008	16	2%	.59999999999999998
2008	16	3%	.59999999999999998
2008	16	4%	.59999999999999998
2008	16	5%	.59999999999999998
2008	16	6%	.59999999999999998
2008	16	7%	.59999999999999998
2008	16	8%	.59999999999999998
2008	16	9%	1.3999999999999999
2008	17	1%	.77000000000000002
2008	17	2%	.77000000000000002
2008	17	3%	.77000000000000002
2008	17	4%	.77000000000000002
2008	17	5%	.77000000000000002
2008	17	6%	.77000000000000002
2008	17	7%	.77000000000000002
2008	17	8%	.77000000000000002
2008	17	9%	1.3999999999999999
2008	31	% 	.029999999999999999
2008	32	% 	.029999999999999999
2008	33	% 	0.0
2008	4%	% 	0.0
2008	5%	% 	0.0
2008	6%	% 	0.0
2008	7%	% 	0.0
2008	8%	% 	0.0
2008	9%	% 	0.0
2009	01	% 	.029999999999999999
2009	02	% 	.029999999999999999
2009	03	% 	.080000000000000002
2009	04	% 	.10000000000000001
2009	05	% 	.10000000000000001
2009	11	% 	2.0
2009	12	1%	1.3999999999999999
2009	12	2%	1.3999999999999999
2009	12	3%	1.3999999999999999
2009	12	4%	1.3999999999999999
2009	12	5%	1.3999999999999999
2009	12	6%	1.3999999999999999
2009	12	7%	1.3999999999999999
2009	12	8%	1.3999999999999999
2009	12	9%	.59999999999999998
2009	13	1%	.59999999999999998
2009	13	2%	.59999999999999998
2009	13	3%	.59999999999999998
2009	13	4%	.59999999999999998
2009	13	5%	.59999999999999998
2009	13	6%	.59999999999999998
2009	13	7%	.59999999999999998
2009	13	8%	.59999999999999998
2009	13	9%	1.3999999999999999
2009	14	1%	.77000000000000002
2009	14	2%	.77000000000000002
2009	14	3%	.77000000000000002
2009	14	4%	.77000000000000002
2009	14	5%	.77000000000000002
2009	14	6%	.77000000000000002
2009	14	7%	.77000000000000002
2009	14	8%	.77000000000000002
2009	14	9%	1.3999999999999999
2009	15	1%	1.3999999999999999
2009	15	2%	1.3999999999999999
2009	15	3%	1.3999999999999999
2009	15	4%	1.3999999999999999
2009	15	5%	1.3999999999999999
2009	15	6%	1.3999999999999999
2009	15	7%	1.3999999999999999
2009	15	8%	1.3999999999999999
2009	15	9%	.59999999999999998
2009	16	1%	.59999999999999998
2009	16	2%	.59999999999999998
2009	16	3%	.59999999999999998
2009	16	4%	.59999999999999998
2009	16	5%	.59999999999999998
2009	16	6%	.59999999999999998
2009	16	7%	.59999999999999998
2009	16	8%	.59999999999999998
2009	16	9%	1.3999999999999999
2009	17	1%	.77000000000000002
2009	17	2%	.77000000000000002
2009	17	3%	.77000000000000002
2009	17	4%	.77000000000000002
2009	17	5%	.77000000000000002
2009	17	6%	.77000000000000002
2009	17	7%	.77000000000000002
2009	17	8%	.77000000000000002
2009	17	9%	1.3999999999999999
2009	31	% 	.029999999999999999
2009	32	% 	.029999999999999999
2009	33	% 	0.0
2009	4%	% 	0.0
2009	5%	% 	0.0
2009	6%	% 	0.0
2009	7%	% 	0.0
2009	8%	% 	0.0
2009	9%	% 	0.0
2010	01	% 	.029999999999999999
2010	02	% 	.029999999999999999
2010	03	% 	.080000000000000002
2010	04	% 	.10000000000000001
2010	05	% 	.10000000000000001
2010	11	% 	2.0
2010	12	1%	1.3999999999999999
2010	12	2%	1.3999999999999999
2010	12	3%	1.3999999999999999
2010	12	4%	1.3999999999999999
2010	12	5%	1.3999999999999999
2010	12	6%	1.3999999999999999
2010	12	7%	1.3999999999999999
2010	12	8%	1.3999999999999999
2010	12	9%	.59999999999999998
2010	13	1%	.59999999999999998
2010	13	2%	.59999999999999998
2010	13	3%	.59999999999999998
2010	13	4%	.59999999999999998
2010	13	5%	.59999999999999998
2010	13	6%	.59999999999999998
2010	13	7%	.59999999999999998
2010	13	8%	.59999999999999998
2010	13	9%	1.3999999999999999
2010	14	1%	.77000000000000002
2010	14	2%	.77000000000000002
2010	14	3%	.77000000000000002
2010	14	4%	.77000000000000002
2010	14	5%	.77000000000000002
2010	14	6%	.77000000000000002
2010	14	7%	.77000000000000002
2010	14	8%	.77000000000000002
2010	14	9%	1.3999999999999999
2010	15	1%	1.3999999999999999
2010	15	2%	1.3999999999999999
2010	15	3%	1.3999999999999999
2010	15	4%	1.3999999999999999
2010	15	5%	1.3999999999999999
2010	15	6%	1.3999999999999999
2010	15	7%	1.3999999999999999
2010	15	8%	1.3999999999999999
2010	15	9%	.59999999999999998
2010	16	1%	.59999999999999998
2010	16	2%	.59999999999999998
2010	16	3%	.59999999999999998
2010	16	4%	.59999999999999998
2010	16	5%	.59999999999999998
2010	16	6%	.59999999999999998
2010	16	7%	.59999999999999998
2010	16	8%	.59999999999999998
2010	16	9%	1.3999999999999999
2010	17	1%	.77000000000000002
2010	17	2%	.77000000000000002
2010	17	3%	.77000000000000002
2010	17	4%	.77000000000000002
2010	17	5%	.77000000000000002
2010	17	6%	.77000000000000002
2010	17	7%	.77000000000000002
2010	17	8%	.77000000000000002
2010	17	9%	1.3999999999999999
2010	31	% 	.029999999999999999
2010	32	% 	.029999999999999999
2010	33	% 	0.0
2010	4%	% 	0.0
2010	5%	% 	0.0
2010	6%	% 	0.0
2010	7%	% 	0.0
2010	8%	% 	0.0
2010	9%	% 	0.0
