ADM       	E600      	E
ADM       	E545      	E
ADM       	E538      	E
ADM       	E542      	E
ADM       	E528      	E
ADM       	E520      	E
ADM       	0000000010	E
ADM       	E592      	E
ADM       	E557      	E
ADM       	E507      	E
ADM       	PCOLBAJA00	E
ADM       	E561      	E
ADM       	E582      	E
ADM       	0000000018	E
ADM       	0000000024	E
ADM       	E568      	E
ADM       	E584      	E
ADM       	E511      	E
ADM       	0000000040	E
ADM       	0000000026	E
ADM       	E556      	E
ADM       	E591      	E
ADM       	0000000179	E
ADM       	0000000003	E
ADM       	E602      	E
ADM       	E599      	E
ADM       	0000000017	E
ADM       	E502      	E
ADM       	0000000025	E
ADM       	0000000027	E
ADM       	0000000006	E
ADM       	0000000022	E
ADM       	E509      	E
ADM       	E563      	E
MOS       	0000000014	E
MOS       	0000000019	L
MOS       	E510      	L
MOS       	0000000033	L
MOS       	0000000023	L
MOS       	0000000010	L
MOS       	0000000024	L
MOS       	0000000006	L
CAJ       	0000000033	E
CAJ       	0000000062	E
CAJ       	0000000029	E
CAJ       	0000000019	E
CAJ       	E510      	E
CAJ       	0000000039	E
CONT      	E600      	E
CONT      	E02       	E
CONT      	ESIG      	E
CONT      	0000000037	E
CONT      	E01       	E
CONT      	E575      	E
CONT      	E566      	E
CONT      	E570      	E
CONT      	E580      	E
CONT      	E581      	E
CONT      	E594      	E
CONT      	E596      	E
CONT      	E604      	E
CONT      	E595      	E
CONT      	E590      	E
CONT      	E593      	E
CONT      	E558      	E
CONT      	E569      	E
CONT      	E577      	E
CONT      	E504      	E
CONT      	E508      	E
CONT      	E589      	E
CONT      	E625      	E
CONT      	E624      	E
CONT      	E621      	E
CONT      	E622      	E
CONT      	0000000008	E
CONT      	E506      	E
CONT      	E501      	E
CONT      	E503      	E
CONT      	E559      	E
CONT      	E560      	E
CONT      	E578      	E
CONT      	E579      	E
CONT      	E512      	E
CONT      	E583      	E
CONT      	E576      	E
CONT      	E567      	E
CONT      	E628      	E
CONT      	E629      	E
CONT      	E630      	E
CONT      	E510      	L
CONT      	0000000019	L
CONT      	E565      	E
CONT      	E574      	E
CONT      	E562      	E
CONT      	E553      	E
CONT      	E552      	E
CONT      	0000000033	E
CONT      	E539      	L
CONT      	E530      	L
CONT      	E533      	L
CONT      	E535      	L
CONT      	E536      	L
CONT      	E531      	L
CONT      	E532      	L
CONT      	E549      	L
CONT      	E551      	L
CONT      	E548      	L
CONT      	E555      	L
CONT      	E550      	L
CONT      	E571      	L
CONT      	E554      	L
CONT      	E572      	E
CONT      	MANTSERIES	E
CONT      	E523      	E
CONT      	E513      	E
CONT      	E514      	E
CONT      	ZGZ0000026	E
CONT      	E564      	E
CONT      	E573      	E
CONT      	E592      	E
CONT      	E557      	E
CONT      	E561      	E
CONT      	E582      	E
CONT      	E568      	E
CONT      	E584      	E
CONT      	E591      	E
CONT      	E556      	E
CONT      	E602      	E
CONT      	E599      	E
CONT      	0000000025	L
CONT      	E563      	E
MOS       	0000000007	E
MOS       	0000000001	L
MOS       	0000000025	L
VIS       	0000000010	L
VIS       	0000000024	L
VIS       	0000000006	E
VIS       	0000000017	L
VIS       	0000000007	E
VIS       	0000000012	E
VIS       	0000000014	E
VIS       	0000000019	L
VIS       	E510      	L
VIS       	0000000033	L
VIS       	0000000023	L
VIS       	0000000020	L
VIS       	0000000025	L
MUS       	0000000010	E
REN       	0000000009	L
REN       	0000000018	L
REN       	0000000033	E
REN       	0000000019	E
REN       	E510      	L
REN       	0000000031	L
REN       	0000000029	E
REN       	0000000004	E
REN       	0000000005	E
SEC       	0000000003	E
SEC       	0000000011	E
SEC       	0000000002	E
PRE       	0000000024	E
PRE       	0000000005	E
PRE       	0000000009	E
PRE       	0000000028	E
VIS       	0000000028	E
COL       	0000000001	E
COL       	COLEGFIRMA	E
COL       	0000000007	L
COL       	0000000031	E
PRE       	0000000031	E
COL       	0000000014	L
COL       	E510      	L
COL       	0000000019	E
PRE       	E510      	L
PRE       	0000000019	E
COL       	0000000023	E
COL       	0000000015	E
COL       	0000000010	L
COL       	PCOLBAJA00	E
COL       	0000000025	L
COL       	0000000006	L
PRE       	0000000006	E
SL        	0000000010	L
SL        	0000000024	L
SL        	0000000006	L
SL        	0000000002	L
SL        	0000000034	L
SL        	0000000001	L
SL        	0000000007	L
SL        	0000000014	L
SL        	0000000011	L
LIB       	0000000016	E
CYT       	0000000019	L
CYT       	E510      	L
CYT       	0000000001	L
CYT       	0000000023	E
VIST      	0000000010	L
VIST      	0000000017	E
VIST      	0000000027	E
SEC       	0000000005	E
VIST      	0000000007	E
VIST      	0000000014	E
VIST      	0000000015	E
VIS       	0000000015	E
MOS       	0000000015	E
CAJ       	0000000015	E
CONT      	0000000015	E
MUS       	0000000015	E
REN       	0000000015	E
PRE       	0000000015	E
SEC       	0000000015	E
CONL      	0000000015	E
SL        	0000000015	E
LIB       	0000000015	E
CYT       	0000000015	E
VIST      	0000000006	L
REN       	0000000001	L
RES       	0000000003	E
SEC       	0000000001	L
SEC       	0000000023	E
COLSL     	0000000001	L
CSIC      	0000000014	L
CSIC      	0000000012	L
CSIC      	0000000033	E
CSIC      	0000000001	L
CSIC      	0000000019	E
CSIC      	E510      	L
CSIC      	0000000015	E
CSIC      	0000000025	L
CSIC      	0000000006	E
MOS       	0000000028	E
CAJ       	0000000028	E
CAJ       	TFE0000038	E
CAJ       	TFE0000037	E
CAJ       	TFE0000036	E
VSL       	0000000028	L
VSL       	0000000007	L
VSL       	0000000014	L
VSL       	0000000012	L
VSL       	0000000033	L
CYT       	0000000016	E
CURSOS    	0000000006	E
CURSOS    	E522      	E
FRAS      	0000000019	E
CURSOS    	0000000023	E
COB       	0000000031	E
COB       	0000000019	E
COB       	E510      	E
COB       	0000000033	E
COL       	0000000009	E
COL       	0000000005	E
SPR       	0000000001	L
SPR       	0000000031	E
SPR       	0000000019	E
SPR       	0000000015	E
SPR       	0000000024	E
SPR       	0000000006	L
